 שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
מעלה עמוס, 0003653, 0000214, 0000155, 0000001, 0000154, 0000000, 0000072, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000037, 0000000, 0000000, 0000004, 0000001, 0000000, 0000000, 0000017, 0000000, 0000000, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000018
מעלה שומרון, 0003637, 0000513, 0000391, 0000001, 0000390, 0000010, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000118, 0000003, 0000003, 0000146, 0000002, 0000000, 0000000, 0000051, 0000000, 0000000, 0000000, 0000020, 0000002, 0000000, 0000000, 0000000, 0000000, 0000004, 0000005, 0000000, 0000000, 0000005, 0000001, 0000019
מעלות-תרשיחא, 0001063, 0017395, 0010663, 0000245, 0010418, 0000566, 0000062, 0000956, 0000002, 0000007, 0000004, 0000645, 0000037, 0000000, 0000025, 0001140, 0000214, 0000194, 0003311, 0000169, 0000007, 0000006, 0000189, 0000008, 0000440, 0000006, 0000683, 0000064, 0000016, 0000000, 0000009, 0000012, 0000113, 0000325, 0000016, 0000011, 0000170, 0000029, 0000982
מענית, 0000344, 0000487, 0000398, 0000003, 0000395, 0000116, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000013, 0000000, 0000000, 0000003, 0000000, 0000009, 0000018, 0000125, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000078, 0000000, 0000000, 0000000, 0000000, 0000000, 0000005, 0000022, 0000000, 0000000, 0000001, 0000000, 0000001
מעש, 0000230, 0000652, 0000510, 0000001, 0000509, 0000128, 0000002, 0000000, 0000000, 0000000, 0000000, 0000002, 0000005, 0000000, 0000004, 0000034, 0000000, 0000010, 0000091, 0000045, 0000000, 0000000, 0000003, 0000000, 0000000, 0000000, 0000114, 0000002, 0000000, 0000000, 0000000, 0000000, 0000012, 0000045, 0000000, 0000000, 0000006, 0000002, 0000004
מפלסים, 0000668, 0000572, 0000418, 0000003, 0000415, 0000179, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000009, 0000000, 0000000, 0000015, 0000000, 0000034, 0000028, 0000050, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000058, 0000001, 0000000, 0000000, 0000000, 0000000, 0000003, 0000029, 0000001, 0000000, 0000004, 0000001, 0000002
מצדות יהודה, 0003745, 0000261, 0000226, 0000001, 0000225, 0000005, 0000002, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000170, 0000000, 0000000, 0000014, 0000001, 0000000, 0000000, 0000025, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000007, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001
מצובה, 0000325, 0000721, 0000482, 0000002, 0000480, 0000162, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000021, 0000000, 0000001, 0000018, 0000000, 0000010, 0000063, 0000037, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000108, 0000004, 0000000, 0000000, 0000000, 0000000, 0000011, 0000037, 0000000, 0000000, 0000002, 0000002, 0000004
מצליח, 0000757, 0000918, 0000648, 0000009, 0000639, 0000086, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000003, 0000000, 0000003, 0000060, 0000000, 0000022, 0000225, 0000007, 0000000, 0000000, 0000011, 0000001, 0000000, 0000000, 0000103, 0000002, 0000000, 0000000, 0000001, 0000003, 0000012, 0000045, 0000000, 0000000, 0000007, 0000001, 0000046
מצפה אבי"ב, 0001222, 0000549, 0000423, 0000001, 0000422, 0000134, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000008, 0000000, 0000002, 0000018, 0000000, 0000012, 0000042, 0000042, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000110, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000045, 0000000, 0000001, 0000001, 0000001, 0000000
מצפה אילן, 0001370, 0000096, 0000092, 0000000, 0000092, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000070, 0000000, 0000000, 0000016, 0000000, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000003, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000
מצפה יריחו, 0003576, 0001072, 0000911, 0000004, 0000907, 0000004, 0000012, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000457, 0000000, 0000000, 0000107, 0000000, 0000000, 0000000, 0000269, 0000000, 0000000, 0000000, 0000004, 0000009, 0000000, 0000000, 0000002, 0000001, 0000008, 0000000, 0000000, 0000000, 0000008, 0000000, 0000025
מצפה נטופה, 0001190, 0000475, 0000379, 0000000, 0000379, 0000020, 0000002, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000259, 0000000, 0000000, 0000049, 0000004, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000, 0000015, 0000000, 0000000, 0000000, 0000000, 0000000, 0000014, 0000002, 0000000, 0000002, 0000000, 0000000, 0000006
מצפה רמון, 0000099, 0003468, 0002036, 0000052, 0001984, 0000176, 0000011, 0000003, 0000000, 0000002, 0000002, 0000012, 0000074, 0000000, 0000020, 0000364, 0000023, 0000014, 0000639, 0000059, 0000001, 0000000, 0000057, 0000002, 0000011, 0000003, 0000140, 0000003, 0000002, 0000000, 0000001, 0000004, 0000017, 0000202, 0000001, 0000003, 0000032, 0000007, 0000099
מצפה שלם, 0003610, 0000145, 0000105, 0000001, 0000104, 0000033, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000004, 0000000, 0000001, 0000003, 0000000, 0000003, 0000008, 0000017, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000016, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000015, 0000000, 0000000, 0000001, 0000000, 0000000
מצפה, 0000058, 0000136, 0000105, 0000002, 0000103, 0000022, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000007, 0000000, 0000001, 0000022, 0000006, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000023, 0000001, 0000000, 0000000, 0000000, 0000000, 0000001, 0000014, 0000000, 0000000, 0000003, 0000000, 0000001
מצר, 0000648, 0000424, 0000314, 0000000, 0000314, 0000077, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000001, 0000000, 0000000, 0000005, 0000000, 0000001, 0000006, 0000169, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000023, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000023, 0000000, 0000000, 0000003, 0000002, 0000001
מקווה ישראל, 0000022, 0000167, 0000113, 0000000, 0000113, 0000028, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000001, 0000000, 0000000, 0000019, 0000000, 0000003, 0000021, 0000005, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000015, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000013, 0000000, 0000000, 0000001, 0000001, 0000002
מרגליות, 0000843, 0000300, 0000143, 0000000, 0000143, 0000017, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000019, 0000000, 0000030, 0000034, 0000002, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000013, 0000006, 0000000, 0000000, 0000000, 0000000, 0000001, 0000006, 0000000, 0000000, 0000003, 0000000, 0000009
מרום גולן, 0004101, 0000483, 0000354, 0000000, 0000354, 0000113, 0000001, 0000000, 0000000, 0000001, 0000000, 0000002, 0000007, 0000000, 0000001, 0000022, 0000000, 0000007, 0000042, 0000034, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000090, 0000000, 0000000, 0000000, 0000000, 0000000, 0000007, 0000019, 0000000, 0000000, 0000004, 0000004, 0000000
מרחביה (מושב), 0000097, 0000499, 0000383, 0000000, 0000383, 0000095, 0000000, 0000000, 0000000, 0000000, 0000001, 0000001, 0000003, 0000000, 0000001, 0000022, 0000000, 0000004, 0000075, 0000020, 0000000, 0000000, 0000009, 0000000, 0000000, 0000000, 0000105, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000035, 0000000, 0000001, 0000004, 0000000, 0000004
מרחביה (קיבוץ), 0000066, 0000791, 0000597, 0000003, 0000594, 0000118, 0000001, 0000000, 0000000, 0000000, 0000000, 0000004, 0000010, 0000000, 0000000, 0000026, 0000001, 0000013, 0000107, 0000126, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000, 0000139, 0000002, 0000000, 0000000, 0000001, 0000000, 0000003, 0000030, 0000001, 0000000, 0000003, 0000000, 0000003
מרכז שפירא, 0001098, 0001374, 0001125, 0000005, 0001120, 0000017, 0000005, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000000, 0000000, 0000744, 0000000, 0000002, 0000106, 0000001, 0000000, 0000000, 0000044, 0000000, 0000000, 0000000, 0000025, 0000008, 0000000, 0000000, 0000000, 0000000, 0000021, 0000009, 0000000, 0000000, 0000003, 0000001, 0000131
משאבי שדה, 0000421, 0000459, 0000292, 0000000, 0000292, 0000138, 0000001, 0000000, 0000000, 0000001, 0000000, 0000001, 0000004, 0000000, 0000000, 0000001, 0000000, 0000002, 0000023, 0000054, 0000000, 0000000, 0000001, 0000000, 0000000, 0000001, 0000039, 0000000, 0000000, 0000000, 0000000, 0000000, 0000007, 0000017, 0000000, 0000001, 0000001, 0000000, 0000000
משגב דב, 0000765, 0000473, 0000376, 0000001, 0000375, 0000067, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000008, 0000000, 0000000, 0000021, 0000000, 0000009, 0000075, 0000044, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000096, 0000002, 0000000, 0000000, 0000000, 0000000, 0000004, 0000040, 0000000, 0000000, 0000003, 0000001, 0000003
משגב עם, 0000378, 0000210, 0000132, 0000001, 0000131, 0000052, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000006, 0000000, 0000000, 0000003, 0000000, 0000002, 0000014, 0000012, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000021, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000018, 0000000, 0000000, 0000001, 0000000, 0000000
משהד, 0000520, 0004568, 0002573, 0000017, 0002556, 0000017, 0000000, 0000644, 0000000, 0000001, 0000001, 0000530, 0000002, 0000000, 0000000, 0000001, 0000001, 0000036, 0000032, 0000030, 0000000, 0000000, 0000001, 0000000, 0001207, 0000000, 0000013, 0000000, 0000001, 0000000, 0000001, 0000000, 0000002, 0000006, 0000001, 0000000, 0000002, 0000001, 0000026
משואה, 0003605, 0000134, 0000097, 0000000, 0000097, 0000007, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000022, 0000000, 0000002, 0000046, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000009, 0000002, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000000, 0000000, 0000006, 0000000, 0000000
משואות יצחק, 0000620, 0000465, 0000387, 0000001, 0000386, 0000011, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000000, 0000000, 0000283, 0000000, 0000000, 0000033, 0000006, 0000000, 0000000, 0000009, 0000000, 0000000, 0000000, 0000019, 0000001, 0000000, 0000000, 0000000, 0000000, 0000013, 0000006, 0000000, 0000000, 0000002, 0000000, 0000001
משמר איילון, 0000670, 0000364, 0000281, 0000001, 0000280, 0000046, 0000001, 0000001, 0000000, 0000000, 0000000, 0000001, 0000004, 0000000, 0000001, 0000025, 0000001, 0000016, 0000062, 0000028, 0000000, 0000000, 0000003, 0000000, 0000000, 0000001, 0000064, 0000001, 0000001, 0000000, 0000000, 0000000, 0000006, 0000008, 0000000, 0000000, 0000003, 0000002, 0000005
משמר דוד, 0000563, 0000204, 0000153, 0000000, 0000153, 0000049, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000003, 0000000, 0000000, 0000004, 0000000, 0000003, 0000020, 0000013, 0000000, 0000000, 0000003, 0000000, 0000000, 0000000, 0000041, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000007, 0000000, 0000000, 0000005, 0000002, 0000000
משמר הירדן, 0000732, 0000400, 0000279, 0000003, 0000276, 0000033, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000, 0000027, 0000000, 0000013, 0000106, 0000006, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000, 0000040, 0000003, 0000000, 0000000, 0000000, 0000000, 0000002, 0000016, 0000000, 0000000, 0000006, 0000000, 0000013
משמר הנגב, 0000395, 0000709, 0000465, 0000002, 0000463, 0000243, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000011, 0000001, 0000004, 0000034, 0000049, 0000000, 0000001, 0000002, 0000000, 0000000, 0000000, 0000068, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000040, 0000001, 0000000, 0000003, 0000001, 0000003
משמר העמק, 0000130, 0000873, 0000666, 0000002, 0000664, 0000274, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000008, 0000000, 0000000, 0000003, 0000000, 0000002, 0000013, 0000213, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000080, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000056, 0000001, 0000004, 0000001, 0000004, 0000000
משמר השבעה, 0000729, 0000629, 0000470, 0000008, 0000462, 0000094, 0000000, 0000000, 0000000, 0000001, 0000000, 0000001, 0000006, 0000000, 0000000, 0000015, 0000000, 0000013, 0000087, 0000034, 0000000, 0000001, 0000008, 0000000, 0000000, 0000001, 0000125, 0000000, 0000000, 0000000, 0000000, 0000000, 0000010, 0000051, 0000000, 0000000, 0000009, 0000002, 0000004
משמר השרון, 0000194, 0000483, 0000327, 0000000, 0000327, 0000165, 0000001, 0000000, 0000000, 0000000, 0000000, 0000002, 0000010, 0000000, 0000000, 0000002, 0000000, 0000008, 0000021, 0000041, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000041, 0000000, 0000000, 0000000, 0000000, 0000001, 0000002, 0000027, 0000000, 0000001, 0000003, 0000000, 0000001
משמרות, 0000213, 0000302, 0000233, 0000000, 0000233, 0000089, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000006, 0000000, 0000000, 0000004, 0000000, 0000003, 0000015, 0000023, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000059, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000022, 0000000, 0000001, 0000008, 0000000, 0000000
משמרת, 0000425, 0000576, 0000465, 0000001, 0000464, 0000081, 0000001, 0000000, 0000000, 0000000, 0000000, 0000002, 0000014, 0000000, 0000000, 0000019, 0000000, 0000018, 0000048, 0000046, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000163, 0000000, 0000000, 0000000, 0000000, 0000000, 0000009, 0000053, 0000000, 0000000, 0000003, 0000003, 0000002
משען, 0000791, 0000618, 0000428, 0000010, 0000418, 0000026, 0000001, 0000000, 0000000, 0000001, 0000000, 0000000, 0000001, 0000000, 0000000, 0000102, 0000000, 0000011, 0000139, 0000002, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000, 0000018, 0000013, 0000000, 0000000, 0000000, 0000000, 0000019, 0000012, 0000000, 0000000, 0000004, 0000000, 0000064
מתן, 0001315, 0002126, 0001697, 0000010, 0001687, 0000406, 0000002, 0000000, 0000000, 0000003, 0000000, 0000004, 0000019, 0000000, 0000003, 0000062, 0000000, 0000028, 0000273, 0000143, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000, 0000517, 0000002, 0000000, 0000000, 0000000, 0000000, 0000016, 0000167, 0000001, 0000001, 0000014, 0000005, 0000016
מתת, 0001184, 0000134, 0000093, 0000000, 0000093, 0000026, 0000001, 0000000, 0000000, 0000000, 0000000, 0000001, 0000002, 0000000, 0000000, 0000008, 0000000, 0000000, 0000002, 0000032, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000012, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000005, 0000000, 0000002, 0000001, 0000000, 0000000
מתתיהו, 0003648, 0000283, 0000196, 0000000, 0000196, 0000002, 0000151, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000011, 0000000, 0000000, 0000010, 0000001, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000001, 0000001, 0000000, 0000000, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000000, 0000000, 0000015
נאות גולן, 0004551, 0000335, 0000219, 0000001, 0000218, 0000048, 0000001, 0000000, 0000000, 0000000, 0000000, 0000002, 0000001, 0000000, 0000000, 0000030, 0000002, 0000002, 0000029, 0000007, 0000000, 0000000, 0000003, 0000000, 0000000, 0000000, 0000059, 0000001, 0000000, 0000000, 0000000, 0000000, 0000002, 0000029, 0000000, 0000000, 0000001, 0000001, 0000000
נאות הכיכר, 0001124, 0000189, 0000133, 0000001, 0000132, 0000041, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000002, 0000000, 0000000, 0000007, 0000000, 0000004, 0000016, 0000008, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000037, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000014, 0000000, 0000000, 0000001, 0000000, 0000000
נאות מרדכי, 0000408, 0000489, 0000344, 0000002, 0000342, 0000156, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000009, 0000000, 0000000, 0000015, 0000000, 0000002, 0000031, 0000034, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000055, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000024, 0000000, 0000000, 0000005, 0000003, 0000001
נאות סמדר, 0001197, 0000309, 0000191, 0000000, 0000191, 0000079, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000006, 0000000, 0000000, 0000002, 0000000, 0000004, 0000017, 0000026, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000028, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000015, 0000000, 0000000, 0000008, 0000000, 0000001
נאעורה, 0000524, 0001200, 0000659, 0000011, 0000648, 0000108, 0000000, 0000263, 0000000, 0000001, 0000000, 0000044, 0000000, 0000000, 0000000, 0000002, 0000001, 0000012, 0000005, 0000017, 0000000, 0000001, 0000000, 0000000, 0000085, 0000000, 0000050, 0000000, 0000000, 0000000, 0000001, 0000000, 0000002, 0000001, 0000001, 0000001, 0000000, 0000001, 0000052
נבטים, 0000396, 0000518, 0000400, 0000003, 0000397, 0000072, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000077, 0000000, 0000015, 0000084, 0000001, 0000000, 0000000, 0000002, 0000000, 0000002, 0000000, 0000076, 0000001, 0000000, 0000000, 0000000, 0000000, 0000008, 0000038, 0000000, 0000000, 0000003, 0000001, 0000016
נגבה, 0000315, 0000615, 0000418, 0000001, 0000417, 0000127, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000007, 0000000, 0000000, 0000007, 0000002, 0000006, 0000024, 0000097, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000097, 0000000, 0000000, 0000000, 0000001, 0000000, 0000009, 0000033, 0000000, 0000000, 0000004, 0000002, 0000000
נהורה, 0000309, 0000840, 0000585, 0000002, 0000583, 0000069, 0000004, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000, 0000085, 0000000, 0000022, 0000156, 0000015, 0000000, 0000000, 0000008, 0000001, 0000000, 0000000, 0000075, 0000001, 0000000, 0000000, 0000000, 0000000, 0000013, 0000028, 0000001, 0000000, 0000005, 0000000, 0000096
נהלל, 0000080, 0000633, 0000481, 0000004, 0000477, 0000146, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000010, 0000000, 0000000, 0000012, 0000001, 0000027, 0000061, 0000037, 0000000, 0000001, 0000002, 0000001, 0000000, 0000000, 0000108, 0000000, 0000000, 0000000, 0000001, 0000000, 0000002, 0000055, 0000000, 0000000, 0000007, 0000002, 0000000
נהריה, 0009100, 0045654, 0027775, 0000423, 0027352, 0003018, 0000119, 0000016, 0000007, 0000030, 0000002, 0000056, 0000132, 0000000, 0000065, 0002650, 0000166, 0000643, 0010114, 0000555, 0000004, 0000009, 0000399, 0000009, 0000037, 0000015, 0004428, 0000283, 0000016, 0000000, 0000014, 0000023, 0000389, 0001556, 0000027, 0000019, 0000332, 0000083, 0002136
נוב, 0004304, 0000440, 0000351, 0000000, 0000351, 0000005, 0000002, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000000, 0000000, 0000259, 0000000, 0000000, 0000047, 0000000, 0000000, 0000000, 0000019, 0000000, 0000000, 0000000, 0000003, 0000004, 0000000, 0000000, 0000000, 0000001, 0000003, 0000000, 0000000, 0000000, 0000004, 0000000, 0000002
נוגה, 0000055, 0000360, 0000221, 0000003, 0000218, 0000011, 0000001, 0000000, 0000000, 0000000, 0000001, 0000001, 0000000, 0000000, 0000000, 0000014, 0000001, 0000053, 0000082, 0000003, 0000000, 0000000, 0000004, 0000001, 0000000, 0000000, 0000016, 0000001, 0000000, 0000000, 0000000, 0000000, 0000001, 0000009, 0000000, 0000000, 0000001, 0000001, 0000017
נווה אור, 0000590, 0000301, 0000213, 0000001, 0000212, 0000084, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000014, 0000000, 0000000, 0000016, 0000000, 0000005, 0000014, 0000026, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000031, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000014, 0000000, 0000000, 0000003, 0000000, 0000001
